Nom,Prénom,Projet,Spécialité,Hobby,Nombre d'années d'expérience,Défaut,Qualité,Couleur préférée,Plat préféré,Boisson préférée,Langage préféré
Suarez,Louis,SafeCity,Business Intelligence,Coding,10,Indécision,Curiosité,Rose,Ramen,Lait,Rust
Toledo,Julia,EduBoost,Data Science,Cuisine,6,Paresse,Autonomie,Gris,Curry,Chocolat chaud,Scala
Trejo,Russell,FinTrack,Développement Web,Musique,14,Trop direct,Honnêteté,Blanc,Couscous,Thé glacé,R
Fatima,Diallo,SafeCity,DevOps,Musique,5,Impatience,Organisé,Bleu,Yassa,Café,Python
Pierre,Sarr,FinTrack,Data,Coding,12,Têtu,Rigoureux,Vert,Thieboudienne,Eau,Python
Emily,Ndiaye,EduBoost,Mobile,Lecture,3,Timidité,Créatif,Rouge,Pizza,Jus d'orange,Swift
Ousmane,Martin,AgriTech+,IA,Gaming,8,Procrastination,Persévérant,Noir,Couscous,Coca-Cola,Python
Sophie,Sy,HealthConnect,Dev Web,Danse,6,Distrait,Adaptable,Rose,Pâtes Carbonara,Thé,JavaScript
Omar,Traoré,GreenEnergy,Cloud,Randonnée,10,Bavard,Communicatif,Blanc,Burger,Eau gazeuse,Go
Aïcha,Dubois,SmartGrid,Cybersécurité,Voyage,7,Sensible,Empathique,Violet,Sushi,Limonade,Java
John,Sow,CyberGuard,Backend Dev,Foot,15,Orgueilleux,Loyal,Bleu,Grillades,Bière,C#
Ndèye,Touré,DataPulse,Frontend Dev,Cuisine,2,Maladroit,Bienveillant,Jaune,Tacos,Smoothie,TypeScript
Moussa,Petit,InnovLab,UI/UX Design,Photographie,9,Impulsif,Autonome,Orange,Ramen,Lait,JavaScript
Lucas,Cissé,OptiServe,DevOps,Natation,4,Gourmand,Optimiste,Vert,Paella,Coca-Cola,Rust
Sarah,Bernard,SecureFlow,Data,Lecture,11,Perfectionnisme,Rigoureux,Rouge,Curry,Café,Python
David,Diop,InfraLink,IA,Gaming,6,Têtu,Créatif,Noir,Thieboudienne,Eau,Java
Kadiatou,Williams,MediaStream,Mobile,Musique,1,Timidité,Organisé,Rose,Yassa,Jus d'orange,Kotlin
Antoine,Smith,FutureTech,Cloud,Coding,13,Procrastination,Persévérant,Blanc,Pizza,Thé,Go
Adama,Jones,AgriTech+,Dev Web,Danse,7,Distrait,Adaptable,Violet,Pâtes Carbonara,Eau gazeuse,PHP
Chloé,Miller,SafeCity,Cybersécurité,Voyage,5,Bavard,Empathique,Bleu,Couscous,Limonade,Python
Michael,Moore,FinTrack,Backend Dev,Foot,9,Sensible,Loyal,Jaune,Burger,Bière,C#
Mariam,Taylor,EduBoost,Frontend Dev,Cuisine,3,Orgueilleux,Bienveillant,Orange,Sushi,Smoothie,TypeScript
Cheikh,Anderson,HealthConnect,UI/UX Design,Photographie,14,Impulsif,Autonome,Vert,Riz cantonais,Lait,JavaScript
Jessica,Brown,GreenEnergy,DevOps,Natation,8,Maladroit,Optimiste,Rouge,Grillades,Coca-Cola,Rust
Chris,Davis,SmartGrid,Data,Lecture,12,Gourmand,Rigoureux,Noir,Paella,Café,Python
Anna,Wilson,CyberGuard,IA,Gaming,5,Impatience,Créatif,Rose,Curry,Eau,Java
Alex,Thomas,DataPulse,Mobile,Musique,10,Têtu,Organisé,Blanc,Thieboudienne,Jus d'orange,Swift
Maria,Robert,InnovLab,Cloud,Coding,2,Procrastination,Persévérant,Violet,Yassa,Thé,Go
Marine,Richard,OptiServe,Dev Web,Danse,7,Distrait,Adaptable,Bleu,Pizza,Eau gazeuse,PHP
Julien,Durand,SecureFlow,Cybersécurité,Voyage,4,Bavard,Empathique,Jaune,Pâtes Carbonara,Limonade,Python
Léa,Leroy,InfraLink,Backend Dev,Foot,11,Sensible,Loyal,Orange,Burger,Bière,C#
Théo,Moreau,MediaStream,Frontend Dev,Cuisine,6,Orgueilleux,Bienveillant,Vert,Sushi,Smoothie,TypeScript
Manon,Sow,FutureTech,UI/UX Design,Photographie,1,Impulsif,Autonome,Rouge,Ramen,Lait,JavaScript
Ousmane,Diop,AgriTech+,DevOps,Natation,15,Maladroit,Optimiste,Noir,Paella,Coca-Cola,Rust
Fatima,Ndiaye,SafeCity,Data,Lecture,9,Gourmand,Rigoureux,Rose,Curry,Café,Python
Pierre,Diallo,FinTrack,IA,Gaming,7,Impatience,Créatif,Blanc,Thieboudienne,Eau,Java
Emily,Sarr,EduBoost,Mobile,Musique,3,Têtu,Organisé,Violet,Yassa,Jus d'orange,Kotlin
John,Traoré,HealthConnect,Cloud,Coding,12,Procrastination,Persévérant,Bleu,Pizza,Thé,Go
Sophie,Sy,GreenEnergy,Dev Web,Danse,8,Distrait,Adaptable,Jaune,Pâtes Carbonara,Eau gazeuse,PHP
Omar,Dubois,SmartGrid,Cybersécurité,Voyage,6,Bavard,Empathique,Orange,Couscous,Limonade,Python
Aïcha,Martin,CyberGuard,Backend Dev,Foot,10,Sensible,Loyal,Vert,Burger,Bière,C#
Ndèye,Petit,DataPulse,Frontend Dev,Cuisine,2,Orgueilleux,Bienveillant,Rouge,Tacos,Smoothie,TypeScript
Moussa,Touré,InnovLab,UI/UX Design,Photographie,13,Impulsif,Autonome,Noir,Sushi,Lait,JavaScript
Lucas,Cissé,OptiServe,DevOps,Natation,5,Maladroit,Optimiste,Rose,Ramen,Coca-Cola,Rust
Sarah,Bernard,SecureFlow,Data,Lecture,11,Gourmand,Rigoureux,Blanc,Paella,Café,Python
David,Diop,InfraLink,IA,Gaming,4,Impatience,Créatif,Violet,Curry,Eau,Java
Kadiatou,Williams,MediaStream,Mobile,Musique,0,Têtu,Organisé,Bleu,Thieboudienne,Jus d'orange,Swift
Antoine,Smith,FutureTech,Cloud,Coding,14,Procrastination,Persévérant,Jaune,Yassa,Thé,Go
Adama,Jones,AgriTech+,Dev Web,Danse,9,Distrait,Adaptable,Orange,Pizza,Eau gazeuse,PHP
Chloé,Miller,SafeCity,Cybersécurité,Voyage,6,Bavard,Empathique,Vert,Pâtes Carbonara,Limonade,Python
Michael,Moore,FinTrack,Backend Dev,Foot,12,Sensible,Loyal,Rouge,Burger,Bière,C#
Mariam,Taylor,EduBoost,Frontend Dev,Cuisine,3,Orgueilleux,Bienveillant,Noir,Sushi,Smoothie,TypeScript
Cheikh,Anderson,HealthConnect,UI/UX Design,Photographie,15,Impulsif,Autonome,Rose,Riz cantonais,Lait,JavaScript
Jessica,Brown,GreenEnergy,DevOps,Natation,7,Maladroit,Optimiste,Blanc,Grillades,Coca-Cola,Rust
Chris,Davis,SmartGrid,Data,Lecture,10,Gourmand,Rigoureux,Violet,Paella,Café,Python
Anna,Wilson,CyberGuard,IA,Gaming,5,Impatience,Créatif,Bleu,Curry,Eau,Java
Alex,Thomas,DataPulse,Mobile,Musique,11,Têtu,Organisé,Jaune,Thieboudienne,Jus d'orange,Swift
Maria,Robert,InnovLab,Cloud,Coding,2,Procrastination,Persévérant,Orange,Yassa,Thé,Go
Marine,Richard,OptiServe,Dev Web,Danse,8,Distrait,Adaptable,Vert,Pizza,Eau gazeuse,PHP
Julien,Durand,SecureFlow,Cybersécurité,Voyage,5,Bavard,Empathique,Rouge,Pâtes Carbonara,Limonade,Python
Léa,Leroy,InfraLink,Backend Dev,Foot,13,Sensible,Loyal,Noir,Burger,Bière,C#
Théo,Moreau,MediaStream,Frontend Dev,Cuisine,7,Orgueilleux,Bienveillant,Rose,Sushi,Smoothie,TypeScript
Manon,Sow,FutureTech,UI/UX Design,Photographie,2,Impulsif,Autonome,Blanc,Ramen,Lait,JavaScript
Ousmane,Diop,AgriTech+,DevOps,Natation,14,Maladroit,Optimiste,Violet,Paella,Coca-Cola,Rust
Fatima,Ndiaye,SafeCity,Data,Lecture,9,Gourmand,Rigoureux,Bleu,Curry,Café,Python
Pierre,Diallo,FinTrack,IA,Gaming,6,Impatience,Créatif,Jaune,Thieboudienne,Eau,Java
Emily,Sarr,EduBoost,Mobile,Musique,4,Têtu,Organisé,Orange,Yassa,Jus d'orange,Kotlin
John,Traoré,HealthConnect,Cloud,Coding,12,Procrastination,Persévérant,Vert,Pizza,Thé,Go
Sophie,Sy,GreenEnergy,Dev Web,Danse,8,Distrait,Adaptable,Rouge,Pâtes Carbonara,Eau gazeuse,PHP
Omar,Dubois,SmartGrid,Cybersécurité,Voyage,5,Bavard,Empathique,Noir,Couscous,Limonade,Python
Aïcha,Martin,CyberGuard,Backend Dev,Foot,11,Sensible,Loyal,Rose,Burger,Bière,C#
Ndèye,Petit,DataPulse,Frontend Dev,Cuisine,3,Orgueilleux,Bienveillant,Blanc,Tacos,Smoothie,TypeScript
Moussa,Touré,InnovLab,UI/UX Design,Photographie,15,Impulsif,Autonome,Violet,Sushi,Lait,JavaScript
Lucas,Cissé,OptiServe,DevOps,Natation,7,Maladroit,Optimiste,Bleu,Ramen,Coca-Cola,Rust
Sarah,Bernard,SecureFlow,Data,Lecture,10,Gourmand,Rigoureux,Jaune,Paella,Café,Python
David,Diop,InfraLink,IA,Gaming,5,Impatience,Créatif,Orange,Curry,Eau,Java
Kadiatou,Williams,MediaStream,Mobile,Musique,1,Têtu,Organisé,Vert,Thieboudienne,Jus d'orange,Swift
Antoine,Smith,FutureTech,Cloud,Coding,13,Procrastination,Persévérant,Rouge,Yassa,Thé,Go
Adama,Jones,AgriTech+,Dev Web,Danse,9,Distrait,Adaptable,Noir,Pizza,Eau gazeuse,PHP
Chloé,Miller,SafeCity,Cybersécurité,Voyage,6,Bavard,Empathique,Rose,Pâtes Carbonara,Limonade,Python
Michael,Moore,FinTrack,Backend Dev,Foot,12,Sensible,Loyal,Blanc,Burger,Bière,C#
Mariam,Taylor,EduBoost,Frontend Dev,Cuisine,4,Orgueilleux,Bienveillant,Violet,Sushi,Smoothie,TypeScript
Cheikh,Anderson,HealthConnect,UI/UX Design,Photographie,15,Impulsif,Autonome,Bleu,Riz cantonais,Lait,JavaScript
Jessica,Brown,GreenEnergy,DevOps,Natation,8,Maladroit,Optimiste,Jaune,Grillades,Coca-Cola,Rust
Chris,Davis,SmartGrid,Data,Lecture,11,Gourmand,Rigoureux,Orange,Paella,Café,Python
Anna,Wilson,CyberGuard,IA,Gaming,6,Impatience,Créatif,Vert,Curry,Eau,Java
Alex,Thomas,DataPulse,Mobile,Musique,10,Têtu,Organisé,Rouge,Thieboudienne,Jus d'orange,Swift
Maria,Robert,InnovLab,Cloud,Coding,3,Procrastination,Persévérant,Noir,Yassa,Thé,Go
Marine,Richard,OptiServe,Dev Web,Danse,7,Distrait,Adaptable,Rose,Pizza,Eau gazeuse,PHP
Julien,Durand,SecureFlow,Cybersécurité,Voyage,4,Bavard,Empathique,Blanc,Pâtes Carbonara,Limonade,Python
Léa,Leroy,InfraLink,Backend Dev,Foot,12,Sensible,Loyal,Violet,Burger,Bière,C#
Théo,Moreau,MediaStream,Frontend Dev,Cuisine,6,Orgueilleux,Bienveillant,Bleu,Sushi,Smoothie,TypeScript
Manon,Sow,FutureTech,UI/UX Design,Photographie,1,Impulsif,Autonome,Jaune,Ramen,Lait,JavaScript
Dupont,Jean,AgriTech+,Développeur Web Frontend,Lecture,7,Impatience,Créativité,Bleu,Pizza,Café,Python
Thomas,Sophie,HealthLink,Ingénieur IA,Danse,3,Désorganisé,Organisation,Vert,Sushi,Jus d'Orange,Java
Diallo,Oumar,SafeCity,Analyste Cybersécurité,Football,9,Têtu,Détermination,Rouge,Couscous,Thé,PHP
Rodriguez,Maria,EduBoost,UI/UX Designer,Photographie,5,Perfectionnisme,Empathie,Jaune,Tacos,Eau,JavaScript
Ndiaye,Mariam,FinTrack,Data Scientist,Voyage,2,Timide,Curiosité,Noir,Thieboudienne,Jus de Bissap,Python
Miller,David,CloudHive,Architecte Cloud,Gaming,11,Distrait,Adaptabilité,Blanc,Burger,Coca-Cola,Go
Sow,Aminata,MobileConnect,Développeur Mobile Android,Musique,4,Nerveux,Humour,Gris,Maffé,Lait,Kotlin
Hernandez,Sofia,CyberSecureX,DevOps Engineer,Randonnée,6,Bavard,Fiabilité,Orange,Lasagnes,Smoothie,Shell
Martin,Nicolas,AeroGuard,Product Owner,Jardinage,8,Procrastination,Patience,Violet,Paella,Citronnade,SQL
Cissé,Khadija,EcoDrive,Testeur QA,Cuisine,1,Crédule,Esprit d'équipe,Rose,Crêpes,Jus de Mangue,Python
Lopez,Carlos,DataSphere,Ingénieur Machine Learning,Course à pied,10,Rancunier,Logique,Marron,Curry,Chocolat chaud,R
Gaye,Samba,SmartHomeAI,Support Technique,Échecs,0,Impulsif,Bienveillance,Turquoise,Poulet Yassa,Infusion,JavaScript
Williams,Olivia,UrbanFlow,Développeur Web Backend,Volontariat,13,Maladroit,Réactivité,Indigo,Ramen,Limo,Java
Perez,Isabella,BioGenDx,Développeur Mobile iOS,Yoga,2,Curieux (parfois trop),Optimisme,Or,Bò Bún,Eau,Swift
Thomas,Laura,GreenEnergy,Data Scientist,Peinture,4,Exigeant,Organisation,Bleu,Salade Composée,Thé,Python
Anderson,Michael,RoboAdvisor,Ingénieur IA,VTT,6,Impatience,Détermination,Vert,Fondue,Café,C++
Sanchez,Chloe,CulturaNet,Développeur Web Frontend,Natation,8,Désorganisé,Empathie,Rouge,Pizza,Jus d'Orange,PHP
Robert,Jean,FutureFarm,Architecte Cloud,Écriture,12,Têtu,Curiosité,Jaune,Sushi,Coca-Cola,Go
Brown,Emily,AgriTech+,DevOps Engineer,Pêche,5,Perfectionnisme,Adaptabilité,Noir,Couscous,Lait,Shell
Dupont,Philippe,SafeCity,Analyste Cybersécurité,Lecture,9,Timide,Humour,Blanc,Thieboudienne,Smoothie,Python
Garcia,Laura,EduBoost,UI/UX Designer,Photographie,3,Nerveux,Fiabilité,Gris,Tacos,Citronnade,JavaScript
Johnson,William,FinTrack,Product Owner,Danse,7,Distrait,Patience,Orange,Lasagnes,Chocolat chaud,SQL
Leroy,Chloé,HealthLink,Scrum Master,Jardinage,1,Bavard,Esprit d'équipe,Violet,Paella,Infusion,Java
Traoré,Moussa,EcoDrive,Testeur QA,Cuisine,10,Crédule,Logique,Rose,Crêpes,Limo,Python
Hernandez,Sofia,SmartGrid,Ingénieur Machine Learning,Course à pied,2,Rancunier,Bienveillance,Marron,Curry,Eau,R
Martin,Marie,MobileConnect,Support Technique,Échecs,0,Impulsif,Réactivité,Turquoise,Poulet Yassa,Thé,Kotlin
Jones,Olivia,CloudHive,Développeur Web Backend,Volontariat,14,Maladroit,Optimisme,Indigo,Ramen,Café,C#
Smith,Ava,AeroGuard,Développeur Mobile iOS,Yoga,5,Curieux (parfois trop),Organisation,Or,Bò Bún,Jus d'Orange,Swift
Gonzalez,Mia,UrbanFlow,Data Scientist,Peinture,7,Exigeant,Détermination,Bleu,Salade Composée,Coca-Cola,Python
Wilson,Charlotte,BioGenDx,Ingénieur IA,VTT,11,Impatience,Empathie,Vert,Fondue,Lait,Python
Dubois,Frédéric,GreenEnergy,Développeur Web Frontend,Natation,4,Désorganisé,Curiosité,Rouge,Pizza,Smoothie,PHP
Anderson,Emma,RoboAdvisor,Architecte Cloud,Écriture,8,Têtu,Adaptabilité,Jaune,Sushi,Citronnade,Go
Miller,Amelia,CulturaNet,DevOps Engineer,Pêche,6,Perfectionnisme,Humour,Noir,Couscous,Chocolat chaud,Shell
Dupont,Nicolas,FutureFarm,Analyste Cybersécurité,Lecture,10,Timide,Fiabilité,Blanc,Thieboudienne,Infusion,Python
Garcia,Lucas,AgriTech+,UI/UX Designer,Photographie,2,Nerveux,Patience,Gris,Tacos,Limo,JavaScript
Johnson,Harper,SafeCity,Product Owner,Danse,9,Distrait,Esprit d'équipe,Orange,Lasagnes,Eau,SQL
Leroy,Alice,EduBoost,Scrum Master,Jardinage,3,Bavard,Logique,Violet,Paella,Thé,Java
Traoré,Fatou,FinTrack,Testeur QA,Cuisine,7,Crédule,Bienveillance,Rose,Crêpes,Café,Python
Hernandez,Isabella,HealthLink,Ingénieur Machine Learning,Course à pied,1,Rancunier,Réactivité,Marron,Curry,Jus d'Orange,R
Martin,Anna,EcoDrive,Support Technique,Échecs,0,Impulsif,Optimisme,Turquoise,Poulet Yassa,Coca-Cola,Kotlin
Jones,Evelyn,SmartGrid,Développeur Web Backend,Volontariat,15,Maladroit,Organisation,Indigo,Ramen,Lait,C#
Smith,Sophia,MobileConnect,Développeur Mobile iOS,Yoga,6,Curieux (parfois trop),Détermination,Or,Bò Bún,Smoothie,Swift
Gonzalez,Ella,CloudHive,Data Scientist,Peinture,8,Exigeant,Empathie,Bleu,Salade Composée,Citronnade,Python
Wilson,Aïcha,AeroGuard,Ingénieur IA,VTT,12,Impatience,Curiosité,Vert,Fondue,Chocolat chaud,C++
Dubois,Thierry,UrbanFlow,Développeur Web Frontend,Natation,5,Désorganisé,Adaptabilité,Rouge,Pizza,Infusion,PHP
Anderson,Marie,BioGenDx,Architecte Cloud,Écriture,9,Têtu,Humour,Jaune,Sushi,Limo,Go
Miller,Scarlett,GreenEnergy,DevOps Engineer,Pêche,7,Perfectionnisme,Fiabilité,Noir,Couscous,Eau,Shell
Dupont,Juliette,RoboAdvisor,Analyste Cybersécurité,Lecture,11,Timide,Patience,Blanc,Thieboudienne,Thé,Python
Garcia,Laura,CulturaNet,UI/UX Designer,Photographie,3,Nerveux,Esprit d'équipe,Gris,Tacos,Café,JavaScript
Johnson,Grace,FutureFarm,Product Owner,Danse,8,Distrait,Logique,Orange,Lasagnes,Jus d'Orange,SQL
Leroy,Zoey,AgriTech+,Scrum Master,Jardinage,2,Bavard,Bienveillance,Violet,Paella,Coca-Cola,Java
Traoré,Mamadou,SafeCity,Testeur QA,Cuisine,6,Crédule,Réactivité,Rose,Crêpes,Lait,Python
Hernandez,Victoria,EduBoost,Ingénieur Machine Learning,Course à pied,0,Rancunier,Optimisme,Marron,Curry,Smoothie,R
Martin,Nora,FinTrack,Support Technique,Échecs,1,Impulsif,Organisation,Turquoise,Poulet Yassa,Citronnade,Kotlin
Jones,Lily,HealthLink,Développeur Web Backend,Volontariat,13,Maladroit,Détermination,Indigo,Ramen,Chocolat chaud,C#
Smith,Hannah,EcoDrive,Développeur Mobile iOS,Yoga,4,Curieux (parfois trop),Empathie,Or,Bò Bún,Infusion,Swift
Gonzalez,Leah,SmartGrid,Data Scientist,Peinture,7,Exigeant,Curiosité,Bleu,Salade Composée,Limo,Python
Wilson,Sarah,MobileConnect,Ingénieur IA,VTT,10,Impatience,Adaptabilité,Vert,Fondue,Eau,C++
Dubois,Clara,CloudHive,Développeur Web Frontend,Natation,6,Désorganisé,Humour,Rouge,Pizza,Thé,PHP
Anderson,Abigail,AeroGuard,Architecte Cloud,Écriture,9,Têtu,Fiabilité,Jaune,Sushi,Café,Go
Miller,Emily,UrbanFlow,DevOps Engineer,Pêche,8,Perfectionnisme,Patience,Noir,Couscous,Jus d'Orange,Shell
Dupont,Elizabeth,BioGenDx,Analyste Cybersécurité,Lecture,12,Timide,Esprit d'équipe,Blanc,Thieboudienne,Coca-Cola,Python
Garcia,Mila,GreenEnergy,UI/UX Designer,Photographie,4,Nerveux,Logique,Gris,Tacos,Lait,JavaScript
Johnson,Ella,RoboAdvisor,Product Owner,Danse,7,Distrait,Bienveillance,Orange,Lasagnes,Smoothie,SQL
Leroy,Alice,CulturaNet,Scrum Master,Jardinage,1,Bavard,Réactivité,Violet,Paella,Citronnade,Java
Traoré,Seynabou,FutureFarm,Testeur QA,Cuisine,11,Crédule,Optimisme,Rose,Crêpes,Chocolat chaud,Python
Hernandez,Chloe,AgriTech+,Ingénieur Machine Learning,Course à pied,3,Rancunier,Organisation,Marron,Curry,Infusion,R
Martin,Sophie,SafeCity,Support Technique,Échecs,0,Impulsif,Détermination,Turquoise,Poulet Yassa,Limo,Kotlin
Jones,Grace,EduBoost,Développeur Web Backend,Volontariat,14,Maladroit,Empathie,Indigo,Ramen,Eau,C#
Smith,Olivia,FinTrack,Développeur Mobile iOS,Yoga,5,Curieux (parfois trop),Curiosité,Or,Bò Bún,Thé,Swift
Gonzalez,Mia,HealthLink,Data Scientist,Peinture,8,Exigeant,Adaptabilité,Bleu,Salade Composée,Café,Python
Wilson,Ava,EcoDrive,Ingénieur IA,VTT,12,Impatience,Humour,Vert,Fondue,Jus d'Orange,C++
Dubois,Christophe,SmartGrid,Développeur Web Frontend,Natation,7,Désorganisé,Fiabilité,Rouge,Pizza,Coca-Cola,PHP
Anderson,Isabella,MobileConnect,Architecte Cloud,Écriture,10,Têtu,Patience,Jaune,Sushi,Lait,Go
Miller,Sophia,CloudHive,DevOps Engineer,Pêche,9,Perfectionnisme,Esprit d'équipe,Noir,Couscous,Smoothie,Shell
Dupont,Charlotte,AeroGuard,Analyste Cybersécurité,Lecture,13,Timide,Logique,Blanc,Thieboudienne,Citronnade,Python
Garcia,Amelia,UrbanFlow,UI/UX Designer,Photographie,5,Nerveux,Bienveillance,Gris,Tacos,Chocolat chaud,JavaScript
Johnson,Harper,BioGenDx,Product Owner,Danse,8,Distrait,Réactivité,Orange,Lasagnes,Infusion,SQL
Leroy,Evelyn,GreenEnergy,Scrum Master,Jardinage,2,Bavard,Optimisme,Violet,Paella,Limo,Java
Traoré,Maimouna,RoboAdvisor,Testeur QA,Cuisine,7,Crédule,Organisation,Rose,Crêpes,Eau,Python
Hernandez,Abigail,CulturaNet,Ingénieur Machine Learning,Course à pied,1,Rancunier,Détermination,Marron,Curry,Thé,R
Martin,Emily,FutureFarm,Support Technique,Échecs,0,Impulsif,Empathie,Turquoise,Poulet Yassa,Café,Kotlin
Jones,Elizabeth,AgriTech+,Développeur Web Backend,Volontariat,15,Maladroit,Curiosité,Indigo,Ramen,Jus d'Orange,C#
Smith,Mila,SafeCity,Développeur Mobile iOS,Yoga,6,Curieux (parfois trop),Adaptabilité,Or,Bò Bún,Coca-Cola,Swift
Gonzalez,Ella,EduBoost,Data Scientist,Peinture,9,Exigeant,Humour,Bleu,Salade Composée,Lait,Python
Wilson,Sofia,FinTrack,Ingénieur IA,VTT,13,Impatience,Fiabilité,Vert,Fondue,Smoothie,C++
Dubois,Chloe,HealthLink,Développeur Web Frontend,Natation,8,Désorganisé,Patience,Rouge,Pizza,Citronnade,PHP
Anderson,Scarlett,EcoDrive,Architecte Cloud,Écriture,11,Têtu,Esprit d'équipe,Jaune,Sushi,Chocolat chaud,Go
Miller,Grace,SmartGrid,DevOps Engineer,Pêche,10,Perfectionnisme,Logique,Noir,Couscous,Infusion,Shell
Dupont,Victoria,MobileConnect,Analyste Cybersécurité,Lecture,14,Timide,Bienveillance,Blanc,Thieboudienne,Limo,Python
Dupont,Sophie,HealthLink,Développeur Web,Lecture,5,Timidité,Organisation,Bleu,Pizza,Jus d'orange,JavaScript
Kim,Amadou,AgriTech+,Data Scientist,Football,10,Impulsivité,Esprit d'équipe,Vert,Couscous,Café,Python
Johnson,Emily,CyberShield,Expert Cybersécurité,Gaming,7,Procrastination,Curiosité,Noir,Sushi,Eau,C#
Martin,Lucas,EduBoost,Développeur Mobile,Danse,2,Distraction,Optimisme,Violet,Burger,Coca-Cola,Swift
Camara,Aïsha,FinTrack,Business Analyst,Voyage,8,Susceptibilité,Leadership,Jaune,Tajine,Thé,SQL
Lee,Ethan,SmartGrid,Ingénieur DevOps,Coding,4,Entêtement,Adaptabilité,Rouge,Pâtes Carbonara,Limonade,Go
Traoré,Mariam,RoboAssist,Spécialiste IA,Musique,12,Perfectionnisme,Créativité,Rose,Poulet Yassa,Smoothies,Python
Chen,Daniel,QuantumLeap,Architecte Cloud,Randonnée,6,Indécision,Patience,Blanc,Lasagnes,Eau pétillante,Java
Wang,Olivia,EcoFlow,Développeur Web,Photographie,3,Bavardage excessif,Sens de l'humour,Gris,Fruits de mer,Jus de pomme,PHP
Williams,Harper,DataSense,Data Scientist,Cuisine,9,Égocentrisme,Rigueur,Turquoise,Fondue,Lait,R
Petit,Noah,ConnectHub,Développeur Mobile,Natation,1,Timidité,Empathie,Orange,Paëlla,Jus d'orange,Kotlin
Smith,Ava,FutureFleet,Analyste QA,Jardinage,0,Pessimisme,Persévérance,Bleu,Tacos,Café,JavaScript
Jones,Elijah,BioInsight,Chef de Projet IT,Course à pied,14,Impatience,Logique,Vert,Ramen,Thé,Bash
Miller,Isabella,HealthLink,Designer UI/UX,Yoga,11,Procrastination,Organisation,Rouge,Curry,Eau,Python
Davis,Benjamin,CyberShield,Expert Cybersécurité,Gaming,8,Désorganisation,Curiosité,Noir,Pizza,Coca-Cola,C#
Rodriguez,Charlotte,EduBoost,Développeur Mobile,Danse,6,Impulsivité,Optimisme,Violet,Burger,Smoothies,Swift
Dupont,Mamadou,FinTrack,Business Analyst,Voyage,3,Susceptibilité,Leadership,Jaune,Tajine,Limonade,SQL
Martin,Sophie,SmartGrid,Ingénieur DevOps,Coding,9,Entêtement,Adaptabilité,Rouge,Pâtes Carbonara,Jus de pomme,Go
Bernard,Aïsha,RoboAssist,Spécialiste IA,Musique,5,Perfectionnisme,Créativité,Rose,Poulet Yassa,Lait,Python
Petit,Daniel,QuantumLeap,Architecte Cloud,Randonnée,13,Indécision,Patience,Blanc,Lasagnes,Eau pétillante,Java
Durand,Olivia,EcoFlow,Développeur Web,Photographie,7,Bavardage excessif,Sens de l'humour,Gris,Fruits de mer,Jus d'orange,PHP
Leroy,Harper,DataSense,Data Scientist,Cuisine,2,Égocentrisme,Rigueur,Turquoise,Fondue,Café,R
Moreau,Noah,ConnectHub,Développeur Mobile,Natation,10,Timidité,Empathie,Orange,Paëlla,Thé,Kotlin
Fournier,Ava,FutureFleet,Analyste QA,Jardinage,4,Pessimisme,Persévérance,Bleu,Tacos,Eau,JavaScript
Garcia,Elijah,BioInsight,Chef de Projet IT,Course à pied,0,Impatience,Logique,Vert,Ramen,Coca-Cola,Bash
Silva,Isabella,HealthLink,Designer UI/UX,Yoga,15,Procrastination,Organisation,Rouge,Curry,Smoothies,Python
Camara,Amadou,CyberShield,Expert Cybersécurité,Gaming,1,Désorganisation,Curiosité,Noir,Pizza,Limonade,C#
Diallo,Fatoumata,EduBoost,Développeur Mobile,Danse,11,Impulsivité,Optimisme,Violet,Burger,Jus de pomme,Swift
Traoré,Mamadou,FinTrack,Business Analyst,Voyage,6,Susceptibilité,Leadership,Jaune,Tajine,Lait,SQL
Kouassi,Aïsha,SmartGrid,Ingénieur DevOps,Coding,8,Entêtement,Adaptabilité,Rouge,Pâtes Carbonara,Eau pétillante,Go
Ouedraogo,Sekou,RoboAssist,Spécialiste IA,Musique,3,Perfectionnisme,Créativité,Rose,Poulet Yassa,Jus d'orange,Python
Ndoye,Mariam,QuantumLeap,Architecte Cloud,Randonnée,12,Indécision,Patience,Blanc,Lasagnes,Café,Java
Khan,David,EcoFlow,Développeur Web,Photographie,5,Bavardage excessif,Sens de l'humour,Gris,Fruits de mer,Thé,PHP
Patel,Sarah,DataSense,Data Scientist,Cuisine,7,Égocentrisme,Rigueur,Turquoise,Fondue,Eau,R
Kim,Emily,ConnectHub,Développeur Mobile,Natation,2,Timidité,Empathie,Orange,Paëlla,Coca-Cola,Kotlin
Lee,Daniel,FutureFleet,Analyste QA,Jardinage,9,Pessimisme,Persévérance,Bleu,Tacos,Smoothies,JavaScript
Chen,Olivia,BioInsight,Chef de Projet IT,Course à pied,4,Impatience,Logique,Vert,Ramen,Limonade,Bash
Wang,Ethan,HealthLink,Designer UI/UX,Yoga,0,Procrastination,Organisation,Rouge,Curry,Jus de pomme,Python
Johnson,Sophia,CyberShield,Expert Cybersécurité,Gaming,14,Désorganisation,Curiosité,Noir,Pizza,Lait,C#
Smith,Noah,EduBoost,Développeur Mobile,Danse,10,Impulsivité,Optimisme,Violet,Burger,Eau pétillante,Swift
