Nom,Prénom,Projet,Spécialité,Hobby,Nombre d'années d'expérience,Défaut,Qualité,Couleur préférée,Plat préféré,Boisson préférée,Langage préféré
"Zhang,Bo,FinLink,Dev Web Backend,Échecs,10,Cynisme,Détermination,Gris,Lasagnes,Thé,PHP
"Dubois,Antoine,GreenEnergy,Data Science,Natation,5,Sensibilité excessive,Pédagogie,Cyan,Moules frites,Jus d'orange,R
"Rodriguez,Sofia,SecureNet,Cybersécurité,Randonnée,8,Intolérance,Loyauté,Magenta,Paella,Eau,C#
"Liu,Yan,RoboVision,Intelligence Artificielle,Gaming,4,Désordre,Curiosité,Jaune,Burger,Coca-Cola,Python
"Lopez,Maria,LearnPilot,Dev Web Frontend,Danse,7,Impatience,Empathie,Bleu,Tajine,Café,JavaScript
"Perez,Carlos,CyberGuard,DevOps,Lecture,11,Procrastination,Rigueur,Vert,Sushi,Thé,Go
"Choi,Ji-Hoon,QuantumLeap,Développement Mobile,Voyage,3,Timidité,Adaptabilité,Rouge,Pâtes Carbonara,Smoothie,Swift
"Davis,Charlotte,BioTech Innov,Intelligence Artificielle,Coding,9,Entêtement,Créativité,Blanc,Ramen,Jus de pomme,Python
"Hernandez,Miguel,SmartLogistics,Cloud Computing,Jardinage,2,Distraction,Optimisme,Orange,Couscous,Limonade,Java
"Williams,Grace,WebSphere,UI/UX Design,Dessin,6,Manque de confiance,Patience,Violet,Tacos,Eau gazeuse,JavaScript
"Müller,Max,E-Gov Solutions,Product Management,Photographie,5,Orgueil,Proactivité,Rose,Salade composée,Soda,Python
"Ferreri,Giulia,EduConnect,Développement Mobile,Musique,1,Bavardage,Sens de l'humour,Marron,Kebab,Tisane,Kotlin
"Romano,Andrea,FinLink,Dev Web Backend,Échecs,10,Cynisme,Détermination,Gris,Lasagnes,Thé,PHP
"Sow,Oumar,GreenEnergy,Data Science,Natation,5,Sensibilité excessive,Pédagogie,Cyan,Moules frites,Jus d'orange,R
"Fall,Mariam,SecureNet,Cybersécurité,Randonnée,8,Intolérance,Loyauté,Magenta,Paella,Eau,C#
"Sy,Aïcha,RoboVision,Intelligence Artificielle,Gaming,4,Désordre,Curiosité,Jaune,Burger,Coca-Cola,Python
"Kone,Moussa,LearnPilot,Dev Web Frontend,Danse,7,Impatience,Empathie,Bleu,Tajine,Café,JavaScript
"Ndiaye,Fatou,CyberGuard,DevOps,Lecture,11,Procrastination,Rigueur,Vert,Sushi,Thé,Go
"Diop,Youssouf,QuantumLeap,Développement Mobile,Voyage,3,Timidité,Adaptabilité,Rouge,Pâtes Carbonara,Smoothie,Swift
"Wang,Lili,BioTech Innov,Intelligence Artificielle,Coding,9,Entêtement,Créativité,Blanc,Ramen,Jus de pomme,Python
"Li,Wei,SmartLogistics,Cloud Computing,Jardinage,2,Distraction,Optimisme,Orange,Couscous,Limonade,Java
"Zhang,Lei,WebSphere,UI/UX Design,Dessin,6,Manque de confiance,Patience,Violet,Tacos,Eau gazeuse,JavaScript
"Chen,Hao,E-Gov Solutions,Product Management,Photographie,5,Orgueil,Proactivité,Rose,Salade composée,Soda,Python
"Liu,Mei,EduConnect,Développement Mobile,Musique,1,Bavardage,Sens de l'humour,Marron,Kebab,Tisane,Kotlin
"Singh,Amit,FinLink,Dev Web Backend,Échecs,10,Cynisme,Détermination,Gris,Lasagnes,Thé,PHP
"Kumar,Sunita,GreenEnergy,Data Science,Natation,5,Sensibilité excessive,Pédagogie,Cyan,Moules frites,Jus d'orange,R
"Patel,Rohan,SecureNet,Cybersécurité,Randonnée,8,Intolérance,Loyauté,Magenta,Paella,Eau,C#
"Khan,Zara,RoboVision,Intelligence Artificielle,Gaming,4,Désordre,Curiosité,Jaune,Burger,Coca-Cola,Python
"Kim,Jihye,LearnPilot,Dev Web Frontend,Danse,7,Impatience,Empathie,Bleu,Tajine,Café,JavaScript
"Lee,Minjun,CyberGuard,DevOps,Lecture,11,Procrastination,Rigueur,Vert,Sushi,Thé,Go
"Choi,Yejin,QuantumLeap,Développement Mobile,Voyage,3,Timidité,Adaptabilité,Rouge,Pâtes Carbonara,Smoothie,Swift
"Müller,Anna,BioTech Innov,Intelligence Artificielle,Coding,9,Entêtement,Créativité,Blanc,Ramen,Jus de pomme,Python
"Schmidt,Fabian,SmartLogistics,Cloud Computing,Jardinage,2,Distraction,Optimisme,Orange,Couscous,Limonade,Java
"Weber,Laura,WebSphere,UI/UX Design,Dessin,6,Manque de confiance,Patience,Violet,Tacos,Eau gazeuse,JavaScript
"Meier,Tim,E-Gov Solutions,Product Management,Photographie,5,Orgueil,Proactivité,Rose,Salade composée,Soda,Python
"Rossi,Marco,EduConnect,Développement Mobile,Musique,1,Bavardage,Sens de l'humour,Marron,Kebab,Tisane,Kotlin
"Ferrari,Sofia,FinLink,Dev Web Backend,Échecs,10,Cynisme,Détermination,Gris,Lasagnes,Thé,PHP
"Romano,Chiara,GreenEnergy,Data Science,Natation,5,Sensibilité excessive,Pédagogie,Cyan,Moules frites,Jus d'orange,R
"Garcia,Juan,SecureNet,Cybersécurité,Randonnée,8,Intolérance,Loyauté,Magenta,Paella,Eau,C#
"Rodriguez,Isabella,RoboVision,Intelligence Artificielle,Gaming,4,Désordre,Curiosité,Jaune,Burger,Coca-Cola,Python
"Lopez,Daniel,LearnPilot,Dev Web Frontend,Danse,7,Impatience,Empathie,Bleu,Tajine,Café,JavaScript
"Martinez,Camila,CyberGuard,DevOps,Lecture,11,Procrastination,Rigueur,Vert,Sushi,Thé,Go
"Hernandez,Valentina,QuantumLeap,Développement Mobile,Voyage,3,Timidité,Adaptabilité,Rouge,Pâtes Carbonara,Smoothie,Swift
"Perez,Mateo,BioTech Innov,Intelligence Artificielle,Coding,9,Entêtement,Créativité,Blanc,Ramen,Jus de pomme,Python
"Johnson,Noah,SmartLogistics,Cloud Computing,Jardinage,2,Distraction,Optimisme,Orange,Couscous,Limonade,Java
"Smith,Olivia,WebSphere,UI/UX Design,Dessin,6,Manque de confiance,Patience,Violet,Tacos,Eau gazeuse,JavaScript
"Jones,Emma,E-Gov Solutions,Product Management,Photographie,5,Orgueil,Proactivité,Rose,Salade composée,Soda,Python
"Williams,Liam,EduConnect,Développement Mobile,Musique,1,Bavardage,Sens de l'humour,Marron,Kebab,Tisane,Kotlin
"Brown,Ava,FinLink,Dev Web Backend,Échecs,10,Cynisme,Détermination,Gris,Lasagnes,Thé,PHP
"Davis,Sophia,GreenEnergy,Data Science,Natation,5,Sensibilité excessive,Pédagogie,Cyan,Moules frites,Jus d'orange,R
"Miller,Isabella,SecureNet,Cybersécurité,Randonnée,8,Intolérance,Loyauté,Magenta,Paella,Eau,C#
"Wilson,Lucas,RoboVision,Intelligence Artificielle,Gaming,4,Désordre,Curiosité,Jaune,Burger,Coca-Cola,Python
"Moore,Mia,LearnPilot,Dev Web Frontend,Danse,7,Impatience,Empathie,Bleu,Tajine,Café,JavaScript
"Taylor,Evelyn,CyberGuard,DevOps,Lecture,11,Procrastination,Rigueur,Vert,Sushi,Thé,Go
"Anderson,Harper,QuantumLeap,Développement Mobile,Voyage,3,Timidité,Adaptabilité,Rouge,Pâtes Carbonara,Smoothie,Swift
"Thomas,Ethan,BioTech Innov,Intelligence Artificielle,Coding,9,Entêtement,Créativité,Blanc,Ramen,Jus de pomme,Python
"Jackson,Abigail,SmartLogistics,Cloud Computing,Jardinage,2,Distraction,Optimisme,Orange,Couscous,Limonade,Java
"White,Emily,WebSphere,UI/UX Design,Dessin,6,Manque de confiance,Patience,Violet,Tacos,Eau gazeuse,JavaScript
"Harris,Ella,E-Gov Solutions,Product Management,Photographie,5,Orgueil,Proactivité,Rose,Salade composée,Soda,Python
"Martin,Avery,EduConnect,Développement Mobile,Musique,1,Bavardage,Sens de l'humour,Marron,Kebab,Tisane,Kotlin
"Thompson,Scarlett,FinLink,Dev Web Backend,Échecs,10,Cynisme,Détermination,Gris,Lasagnes,Thé,PHP
"Garcia,Luna,GreenEnergy,Data Science,Natation,5,Sensibilité excessive,Pédagogie,Cyan,Moules frites,Jus d'orange,R
"Martinez,Chloe,SecureNet,Cybersécurité,Randonnée,8,Intolérance,Loyauté,Magenta,Paella,Eau,C#
"Robinson,Lily,RoboVision,Intelligence Artificielle,Gaming,4,Désordre,Curiosité,Jaune,Burger,Coca-Cola,Python
"Clark,Zoe,LearnPilot,Dev Web Frontend,Danse,7,Impatience,Empathie,Bleu,Tajine,Café,JavaScript
"Lewis,Penelope,CyberGuard,DevOps,Lecture,11,Procrastination,Rigueur,Vert,Sushi,Thé,Go
"Lee,Grace,QuantumLeap,Développement Mobile,Voyage,3,Timidité,Adaptabilité,Rouge,Pâtes Carbonara,Smoothie,Swift
"Young,Nora,BioTech Innov,Intelligence Artificielle,Coding,9,Entêtement,Créativité,Blanc,Ramen,Jus de pomme,Python
"Hall,Sofia,SmartLogistics,Cloud Computing,Jardinage,2,Distraction,Optimisme,Orange,Couscous,Limonade,Java
"King,Layla,WebSphere,UI/UX Design,Dessin,6,Manque de confiance,Patience,Violet,Tacos,Eau gazeuse,JavaScript
"Wright,Mila,E-Gov Solutions,Product Management,Photographie,5,Orgueil,Proactivité,Rose,Salade composée,Soda,Python
"Scott,Riley,EduConnect,Développement Mobile,Musique,1,Bavardage,Sens de l'humour,Marron,Kebab,Tisane,Kotlin
"Green,Aria,FinLink,Dev Web Backend,Échecs,10,Cynisme,Détermination,Gris,Lasagnes,Thé,PHP
"Baker,Eleanor,GreenEnergy,Data Science,Natation,5,Sensibilité excessive,Pédagogie,Cyan,Moules frites,Jus d'orange,R
