Nom,Prénom,Projet,Spécialité,Hobby,Nombre d'années d'expérience,Défaut,Qualité,Couleur préférée,Plat préféré,Boisson préférée,Langage préféré
Chen,Mei,CodeForge,Rédaction Technique,Cyclisme,11,Méfiance,Logique,Vert,Soupe Pho,Thé Vert,TypeScript
Leroy,Chloé,QuantumLeap,Analyse de Données,Cinéma,3,Manque de confiance,Dévouement,Rouge,Pizza,Jus d'Orange,Python
Diop,Rama,UrbanSense,Data Science,Photographie,6,Procrastination,Créativité,Jaune,Thieboudienne,Eau Minérale,SQL
Williams,David,BioTechSolutions,Développement Web,Yoga,2,Impatience,Rigueur,Noir,Hamburger,Coca-Cola,JavaScript
Ali,Ahmed,DeepMindInsights,DevOps,Pêche,8,Têtu,Empathie,Blanc,Sushi,Bière,Go
Taylor,Olivia,WebHivePlatform,Intelligence Artificielle,Escalade,5,Perfectionnisme,Adaptabilité,Gris,Ramen,Eau Pétillante,Python
Sow,Aminata,EcoDrive,Cybersécurité,Bricolage,13,Distraction,Curiosité,Violet,Crêpes,Chocolat Chaud,C#
Michel,Léa,MediCarePro,Développement Mobile,Lecture,4,Timidité,Persévérance,Orange,Couscous,Smoothie,Swift
Traoré,Moussa,FoodWise,Cloud Computing,Football,1,Bavardage excessif,Leadership,Rose,Pad Thai,Lait Frais,Java
Ahmed,Priya,TravelBuddy,UI/UX Design,Gaming,7,Sensibilité,Organisation,Marron,Lasagnes,Jus de Pomme,JavaScript
Novak,John,ArtisanConnect,Assurance Qualité,Programmation,9,Orgueil,Esprit d'équipe,Cyan,Poulet Yassa,Limonade,Ruby
Petit,Paul,SportFlow,Gestion de Projet,Danse,0,Désorganisation,Humour,Bleu,Curry Indien,Café,PHP
Kaboré,Aïcha,AgriTech+,Architecture Logicielle,Voyage,15,Impulsivité,Optimisme,Vert,Mafe,Thé Vert,Python
Brown,Jessica,SafeCity,Ingénierie Logicielle,Musique,10,Maladresse,Pédagogie,Rouge,Paella,Jus d'Orange,Kotlin
Singh,Raj,EduBoost,Support Technique,Cuisine,3,Sarcasme,Proactivité,Jaune,Soupe Pho,Eau Minérale,Java
Wilson,Chris,FinTrack,Rédaction Technique,Randonnée,6,Méfiance,Logique,Noir,Pizza,Coca-Cola,TypeScript
Nzou,Khadija,HealthConnect,Analyse de Données,Natation,2,Manque de confiance,Dévouement,Blanc,Thieboudienne,Bière,Python
Laurent,Antoine,GreenEnergy,Data Science,Dessin,8,Procrastination,Créativité,Gris,Hamburger,Eau Pétillante,SQL
Miller,Sophia,SmartLogistics,Développement Web,Jardinage,5,Impatience,Rigueur,Violet,Sushi,Chocolat Chaud,JavaScript
Lefevre,Sophie,CyberGuard,DevOps,Échecs,11,Têtu,Empathie,Orange,Ramen,Smoothie,Go
Traoré,Khadija,EduFlow,Intelligence Artificielle,Cyclisme,4,Perfectionnisme,Adaptabilité,Rose,Crêpes,Lait Frais,Python
Wang,Mei,DataPulse,Cybersécurité,Cinéma,1,Distraction,Curiosité,Marron,Couscous,Jus de Pomme,C#
Jones,Michael,AIInnovate,Développement Mobile,Photographie,7,Timidité,Persévérance,Cyan,Pad Thai,Limonade,Swift
Konaté,Mamadou,MobilePay,Cloud Computing,Yoga,9,Bavardage excessif,Leadership,Bleu,Lasagnes,Café,Java
Lee,Yuki,CloudVerse,UI/UX Design,Pêche,0,Sensibilité,Organisation,Vert,Poulet Yassa,Thé Vert,JavaScript
Dupont,Pierre,CodeForge,Assurance Qualité,Escalade,14,Orgueil,Esprit d'équipe,Rouge,Curry Indien,Jus d'Orange,Ruby
Diallo,Fatima,QuantumLeap,Gestion de Projet,Bricolage,10,Désorganisation,Humour,Jaune,Mafe,Eau Minérale,PHP
Smith,David,UrbanSense,Architecture Logicielle,Lecture,3,Impulsivité,Optimisme,Noir,Paella,Coca-Cola,Python
Sow,Issa,BioTechSolutions,Ingénierie Logicielle,Football,6,Maladresse,Pédagogie,Blanc,Soupe Pho,Bière,Kotlin
Williams,Jessica,DeepMindInsights,Support Technique,Gaming,2,Sarcasme,Proactivité,Gris,Pizza,Eau Pétillante,Java
Chen,Li,WebHivePlatform,Rédaction Technique,Programmation,8,Méfiance,Logique,Violet,Thieboudienne,Chocolat Chaud,TypeScript
Moreau,Thomas,EcoDrive,Analyse de Données,Danse,5,Manque de confiance,Dévouement,Orange,Hamburger,Smoothie,Python
Ndour,Aminata,MediCarePro,Data Science,Voyage,13,Procrastination,Créativité,Rose,Sushi,Lait Frais,SQL
Kim,Akiko,FoodWise,Développement Web,Musique,4,Impatience,Rigueur,Marron,Ramen,Jus de Pomme,JavaScript
Garcia,James,TravelBuddy,DevOps,Cuisine,1,Têtu,Empathie,Cyan,Crêpes,Limonade,Go
Sylla,Adama,ArtisanConnect,Intelligence Artificielle,Randonnée,7,Perfectionnisme,Adaptabilité,Bleu,Couscous,Café,Python
Thomas,Olivia,SportFlow,Cybersécurité,Natation,9,Distraction,Curiosité,Vert,Pad Thai,Thé Vert,C#
Konaté,Moussa,AgriTech+,Développement Mobile,Dessin,0,Timidité,Persévérance,Rouge,Lasagnes,Jus d'Orange,Swift
Anderson,Sophia,SafeCity,Cloud Computing,Jardinage,15,Bavardage excessif,Leadership,Jaune,Poulet Yassa,Eau Minérale,Java
Ahmed,San,EduBoost,UI/UX Design,Échecs,10,Sensibilité,Organisation,Noir,Curry Indien,Coca-Cola,JavaScript
Novak,Emily,FinTrack,Assurance Qualité,Cyclisme,3,Orgueil,Esprit d'équipe,Blanc,Mafe,Bière,Ruby
Petit,Marie,HealthConnect,Gestion de Projet,Cinéma,6,Désorganisation,Humour,Gris,Paella,Eau Pétillante,PHP
Kaboré,Omar,GreenEnergy,Architecture Logicielle,Photographie,2,Impulsivité,Optimisme,Violet,Soupe Pho,Chocolat Chaud,Python
Brown,John,SmartLogistics,Ingénierie Logicielle,Yoga,8,Maladresse,Pédagogie,Orange,Pizza,Smoothie,Kotlin
Singh,Priya,CyberGuard,Support Technique,Pêche,5,Sarcasme,Proactivité,Rose,Thieboudienne,Lait Frais,Java
Wilson,Sarah,EduFlow,Rédaction Technique,Escalade,11,Méfiance,Logique,Marron,Hamburger,Jus de Pomme,TypeScript
Nzou,Aïcha,DataPulse,Analyse de Données,Bricolage,4,Manque de confiance,Dévouement,Cyan,Sushi,Limonade,Python
Laurent,Chloé,AIInnovate,Data Science,Lecture,1,Procrastination,Créativité,Bleu,Ramen,Café,SQL
Miller,James,MobilePay,Développement Web,Football,7,Impatience,Rigueur,Vert,Crêpes,Thé Vert,JavaScript
Lefevre,Alice,CloudVerse,DevOps,Gaming,9,Têtu,Empathie,Rouge,Couscous,Jus d'Orange,Go
Traoré,Fatima,CodeForge,Intelligence Artificielle,Programmation,0,Perfectionnisme,Adaptabilité,Jaune,Pad Thai,Eau Minérale,Python
Wang,Wei,QuantumLeap,Cybersécurité,Danse,14,Distraction,Curiosité,Noir,Lasagnes,Coca-Cola,C#
Jones,Sophia,UrbanSense,Développement Mobile,Voyage,10,Timidité,Persévérance,Blanc,Poulet Yassa,Bière,Swift
Konaté,Rama,BioTechSolutions,Cloud Computing,Musique,3,Bavardage excessif,Leadership,Gris,Curry Indien,Eau Pétillante,Java
Lee,Minh,DeepMindInsights,UI/UX Design,Cuisine,6,Sensibilité,Organisation,Violet,Mafe,Chocolat Chaud,JavaScript
Dupont,Paul,WebHivePlatform,Assurance Qualité,Randonnée,2,Orgueil,Esprit d'équipe,Orange,Paella,Smoothie,Ruby
Diallo,Mamadou,EcoDrive,Gestion de Projet,Natation,8,Désorganisation,Humour,Rose,Soupe Pho,Lait Frais,PHP
Smith,Emily,MediCarePro,Architecture Logicielle,Dessin,5,Impulsivité,Optimisme,Marron,Pizza,Jus de Pomme,Python
Sow,Omar,FoodWise,Ingénierie Logicielle,Jardinage,11,Maladresse,Pédagogie,Cyan,Thieboudienne,Limonade,Kotlin
Williams,David,TravelBuddy,Support Technique,Échecs,4,Sarcasme,Proactivité,Bleu,Hamburger,Café,Java
Chen,Yuki,ArtisanConnect,Rédaction Technique,Cyclisme,1,Méfiance,Logique,Vert,Sushi,Thé Vert,TypeScript
Moreau,Jean,SportFlow,Analyse de Données,Cinéma,7,Manque de confiance,Dévouement,Rouge,Ramen,Jus d'Orange,Python
Ndour,Issa,AgriTech+,Data Science,Photographie,9,Procrastination,Créativité,Jaune,Crêpes,Eau Minérale,SQL
Kim,San,SafeCity,Développement Web,Yoga,0,Impatience,Rigueur,Noir,Couscous,Coca-Cola,JavaScript
Garcia,Chris,EduBoost,DevOps,Pêche,15,Têtu,Empathie,Blanc,Pad Thai,Bière,Go
Sylla,Fatima,FinTrack,Intelligence Artificielle,Escalade,10,Perfectionnisme,Adaptabilité,Gris,Lasagnes,Eau Pétillante,Python
Thomas,Michael,HealthConnect,Cybersécurité,Bricolage,3,Distraction,Curiosité,Violet,Poulet Yassa,Chocolat Chaud,C#
Konaté,Aïcha,GreenEnergy,Développement Mobile,Lecture,6,Timidité,Persévérance,Orange,Curry Indien,Smoothie,Swift
Anderson,Sarah,SmartLogistics,Cloud Computing,Football,2,Bavardage excessif,Leadership,Rose,Mafe,Lait Frais,Java
Ahmed,Lei,CyberGuard,UI/UX Design,Gaming,8,Sensibilité,Organisation,Marron,Paella,Jus de Pomme,JavaScript
Novak,Olivia,EduFlow,Assurance Qualité,Programmation,5,Orgueil,Esprit d'équipe,Cyan,Soupe Pho,Limonade,Ruby
Petit,Léa,DataPulse,Gestion de Projet,Danse,11,Désorganisation,Humour,Bleu,Pizza,Café,PHP
Kaboré,Adama,AIInnovate,Architecture Logicielle,Voyage,4,Impulsivité,Optimisme,Vert,Thieboudienne,Thé Vert,Python
Brown,Emily,MobilePay,Ingénierie Logicielle,Musique,1,Maladresse,Pédagogie,Rouge,Hamburger,Jus d'Orange,Kotlin
Singh,Raj,CloudVerse,Support Technique,Cuisine,7,Sarcasme,Proactivité,Jaune,Sushi,Eau Minérale,Java
Wilson,James,CodeForge,Rédaction Technique,Randonnée,9,Méfiance,Logique,Noir,Ramen,Coca-Cola,TypeScript
Nzou,Khadija,QuantumLeap,Analyse de Données,Natation,0,Manque de confiance,Dévouement,Blanc,Crêpes,Bière,Python
Laurent,Pierre,UrbanSense,Data Science,Dessin,14,Procrastination,Créativité,Gris,Couscous,Eau Pétillante,SQL
Miller,Sophia,BioTechSolutions,Développement Web,Jardinage,10,Impatience,Rigueur,Violet,Pad Thai,Chocolat Chaud,JavaScript
Lefevre,Antoine,DeepMindInsights,DevOps,Échecs,3,Têtu,Empathie,Orange,Lasagnes,Smoothie,Go
Traoré,Mamadou,WebHivePlatform,Intelligence Artificielle,Cyclisme,6,Perfectionnisme,Adaptabilité,Rose,Poulet Yassa,Lait Frais,Python
Wang,Minh,EcoDrive,Cybersécurité,Cinéma,2,Distraction,Curiosité,Marron,Curry Indien,Jus de Pomme,C#
Jones,Sarah,MediCarePro,Développement Mobile,Photographie,8,Timidité,Persévérance,Cyan,Mafe,Limonade,Swift
Konaté,Issa,FoodWise,Cloud Computing,Yoga,5,Bavardage excessif,Leadership,Bleu,Paella,Café,Java
Dupont,Camille,SmartGrid,IA,Course à pied,8,Impatience,Organisation,Vert,Salade César,Boisson préférée,Go
Traoré,Lucas,EcoHarvest,Mobile,Voyage,12,Désordonné,Sens de l'humour,Rouge,Sushi,Jus d'orange,Python
Smith,Sarah,SafeCity,DevOps,Lecture,3,Timidité,Rigueur,Bleu,Burger,Eau,JavaScript
Ndiaye,Mamadou,EduBoost,Data,Football,6,Procrastination,Curiosité,Jaune,Thieboudienne,Thé,PHP
Johnson,John,HealthConnect,Cybersécurité,Gaming,1,Sensible,Adaptabilité,Noir,Pizza,Soda,C#
Moreau,Sophie,FinTrack,Dev Web,Danse,10,Perfectionnisme,Esprit d'équipe,Rose,Pâtes Carbonara,Café,Java
Koné,Adama,AgriTech+,Cloud,Musique,5,Têtu,Optimisme,Blanc,Yassa Poulet,Lait,Rust
Williams,Emily,CyberGuard,UI/UX,Photographie,7,Distrait,Créativité,Violet,Ramen,Smoothies,TypeScript
Bah,Omar,DataInsight,QA,Randonnée,2,Indécis,Ponctualité,Orange,Couscous,Jus de mangue,Swift
Rodriguez,Jessica,RoboAssist,Big Data,Cuisine,9,Facilement stressé,Persévérance,Gris,Tacos,Limonade,Kotlin
Diop,Aïcha,UrbanFlow,Blockchain,Jardinage,4,Bavard,Loyauté,Marron,Tajine,Chocolat chaud,Python
Garcia,Michael,SpaceBridge,Embarqué,Bricolage,11,Susceptible,Générosité,Cyan,Paella,Eau,C++
Brown,Anna,AeroNav,Réseau,Cinéma,0,Mélancolie,Empathie,Bleu,Poulet DG,Soda,JavaScript
Miller,Robert,BizFlow,ERP,Gaming,14,Impatience,Organisation,Vert,Lasagnes,Bière,PHP
Touré,Khadija,SecurePath,CRM,Lecture,7,Procrastination,Rigueur,Rouge,Sushi,Thé,Go
Davis,Lisa,InnovateX,Data,Football,3,Timidité,Curiosité,Jaune,Burger,Café,C#
Wilson,Chris,FutureDev,DevOps,Danse,10,Perfectionnisme,Esprit d'équipe,Rose,Pizza,Lait,Java
Martin,Antoine,CloudScale,Mobile,Musique,5,Têtu,Optimisme,Blanc,Couscous,Smoothies,Rust
Bernard,Louis,AgriTech+,IA,Photographie,8,Distrait,Créativité,Violet,Ramen,Jus de mangue,TypeScript
Thomas,Emma,SafeCity,Cybersécurité,Randonnée,2,Indécis,Ponctualité,Orange,Tacos,Limonade,Kotlin
Petit,Nathan,EduBoost,Dev Web,Cuisine,9,Facilement stressé,Persévérance,Gris,Tajine,Chocolat chaud,Python
Durand,Manon,FinTrack,Cloud,Jardinage,4,Bavard,Loyauté,Marron,Paella,Eau,C++
Leroy,Lucas,HealthConnect,UI/UX,Bricolage,11,Susceptible,Générosité,Cyan,Poulet DG,Soda,JavaScript
Moreau,Chloé,GreenPulse,QA,Cinéma,0,Mélancolie,Empathie,Bleu,Lasagnes,Bière,PHP
Simon,Camille,SmartGrid,Big Data,Gaming,13,Impatience,Organisation,Vert,Sushi,Thé,Go
Laurent,Sophie,CyberGuard,Blockchain,Lecture,6,Procrastination,Rigueur,Rouge,Burger,Café,C#
Lefebvre,Pierre,DataInsight,Embarqué,Football,1,Timidité,Curiosité,Jaune,Pizza,Lait,Java
Roux,Marie,RoboAssist,Réseau,Danse,10,Perfectionnisme,Esprit d'équipe,Rose,Pâtes Carbonara,Smoothies,Rust
Dupont,Jean,UrbanFlow,ERP,Musique,5,Têtu,Optimisme,Blanc,Yassa Poulet,Jus de mangue,TypeScript
Martin,Aïcha,EcoHarvest,CRM,Photographie,7,Distrait,Créativité,Violet,Ramen,Limonade,Kotlin
Bernard,Moussa,SpaceBridge,Data,Randonnée,2,Indécis,Ponctualité,Orange,Couscous,Chocolat chaud,Python
Thomas,Fatoumata,AeroNav,DevOps,Cuisine,9,Facilement stressé,Persévérance,Gris,Tajine,Eau,C++
Petit,Omar,BizFlow,Mobile,Jardinage,4,Bavard,Loyauté,Marron,Paella,Soda,JavaScript
Durand,Adama,SecurePath,IA,Bricolage,11,Susceptible,Générosité,Cyan,Poulet DG,Bière,PHP
Leroy,Mariam,InnovateX,Cybersécurité,Cinéma,0,Mélancolie,Empathie,Bleu,Lasagnes,Thé,Go
Moreau,Saliou,FutureDev,Dev Web,Gaming,14,Impatience,Organisation,Vert,Sushi,Café,C#
Simon,Aminata,CloudScale,Cloud,Lecture,7,Procrastination,Rigueur,Rouge,Burger,Lait,Java
Laurent,Mamadou,AgriTech+,UI/UX,Football,3,Timidité,Curiosité,Jaune,Pizza,Smoothies,Rust
Lefebvre,Khadija,SafeCity,QA,Danse,10,Perfectionnisme,Esprit d'équipe,Rose,Pâtes Carbonara,Jus de mangue,TypeScript
Roux,John,EduBoost,Big Data,Musique,5,Têtu,Optimisme,Blanc,Yassa Poulet,Limonade,Kotlin
Dupont,Emily,FinTrack,Blockchain,Photographie,8,Distrait,Créativité,Violet,Ramen,Chocolat chaud,Python
Martin,Michael,HealthConnect,Embarqué,Randonnée,2,Indécis,Ponctualité,Orange,Couscous,Eau,C++
Bernard,Sarah,GreenPulse,Réseau,Cuisine,9,Facilement stressé,Persévérance,Gris,Tajine,Soda,JavaScript
Thomas,David,SmartGrid,ERP,Jardinage,4,Bavard,Loyauté,Marron,Paella,Bière,PHP
Petit,Jessica,CyberGuard,CRM,Bricolage,11,Susceptible,Générosité,Cyan,Poulet DG,Thé,Go
Durand,Chris,DataInsight,Data,Cinéma,0,Mélancolie,Empathie,Bleu,Lasagnes,Café,C#
Leroy,Anna,RoboAssist,DevOps,Gaming,14,Impatience,Organisation,Vert,Sushi,Lait,Java
Moreau,Robert,UrbanFlow,Mobile,Lecture,7,Procrastination,Rigueur,Rouge,Burger,Smoothies,Rust
Simon,Lisa,EcoHarvest,IA,Football,3,Timidité,Curiosité,Jaune,Pizza,Jus de mangue,TypeScript
Laurent,Jean,SpaceBridge,Cybersécurité,Danse,10,Perfectionnisme,Esprit d'équipe,Rose,Pâtes Carbonara,Limonade,Kotlin
Lefebvre,Marie,AeroNav,Dev Web,Musique,5,Têtu,Optimisme,Blanc,Yassa Poulet,Chocolat chaud,Python
Roux,Pierre,BizFlow,Cloud,Photographie,8,Distrait,Créativité,Violet,Ramen,Eau,C++
Dupont,Sophie,SecurePath,UI/UX,Randonnée,2,Indécis,Ponctualité,Orange,Couscous,Soda,JavaScript
Martin,Louis,InnovateX,QA,Cuisine,9,Facilement stressé,Persévérance,Gris,Tajine,Bière,PHP
Bernard,Chloé,FutureDev,Big Data,Jardinage,4,Bavard,Loyauté,Marron,Paella,Thé,Go
Thomas,Antoine,CloudScale,Blockchain,Bricolage,11,Susceptible,Générosité,Cyan,Poulet DG,Café,C#
Petit,Camille,AgriTech+,Embarqué,Cinéma,0,Mélancolie,Empathie,Bleu,Lasagnes,Lait,Java
Durand,Lucas,SafeCity,Réseau,Gaming,13,Impatience,Organisation,Vert,Sushi,Smoothies,Rust
Leroy,Manon,EduBoost,ERP,Lecture,6,Procrastination,Rigueur,Rouge,Burger,Jus de mangue,TypeScript
Moreau,Emma,FinTrack,CRM,Football,1,Timidité,Curiosité,Jaune,Pizza,Limonade,Kotlin
Simon,Nathan,HealthConnect,Data,Danse,10,Perfectionnisme,Esprit d'équipe,Rose,Pâtes Carbonara,Chocolat chaud,Python
Laurent,Aïcha,GreenPulse,DevOps,Musique,5,Têtu,Optimisme,Blanc,Yassa Poulet,Eau,C++
Lefebvre,Moussa,SmartGrid,Mobile,Photographie,8,Distrait,Créativité,Violet,Ramen,Soda,JavaScript
Roux,Fatoumata,CyberGuard,IA,Randonnée,2,Indécis,Ponctualité,Orange,Couscous,Bière,PHP
Dupont,Omar,DataInsight,Cybersécurité,Cuisine,9,Facilement stressé,Persévérance,Gris,Tajine,Thé,Go
Martin,Adama,RoboAssist,Dev Web,Jardinage,4,Bavard,Loyauté,Marron,Paella,Café,C#
Bernard,Mariam,UrbanFlow,Cloud,Bricolage,11,Susceptible,Générosité,Cyan,Poulet DG,Lait,Java
Thomas,Saliou,EcoHarvest,UI/UX,Cinéma,0,Mélancolie,Empathie,Bleu,Lasagnes,Smoothies,Rust
Petit,Aminata,SpaceBridge,QA,Gaming,14,Impatience,Organisation,Vert,Sushi,Jus de mangue,TypeScript
Durand,Mamadou,AeroNav,Big Data,Lecture,7,Procrastination,Rigueur,Rouge,Burger,Limonade,Kotlin
Leroy,Khadija,BizFlow,Blockchain,Football,3,Timidité,Curiosité,Jaune,Pizza,Chocolat chaud,Python
Moreau,John,SecurePath,Embarqué,Danse,10,Perfectionnisme,Esprit d'équipe,Rose,Pâtes Carbonara,Eau,C++
Simon,Emily,InnovateX,Réseau,Musique,5,Têtu,Optimisme,Blanc,Yassa Poulet,Soda,JavaScript
Laurent,Michael,FutureDev,ERP,Photographie,8,Distrait,Créativité,Violet,Ramen,Bière,PHP
Lefebvre,Sarah,CloudScale,CRM,Randonnée,2,Indécis,Ponctualité,Orange,Couscous,Thé,Go
Roux,David,AgriTech+,Data,Cuisine,9,Facilement stressé,Persévérance,Gris,Tajine,Café,C#
Dupont,Jessica,SafeCity,DevOps,Jardinage,4,Bavard,Loyauté,Marron,Paella,Lait,Java
Martin,Chris,EduBoost,Mobile,Bricolage,11,Susceptible,Générosité,Cyan,Poulet DG,Smoothies,Rust
Bernard,Anna,FinTrack,IA,Cinéma,0,Mélancolie,Empathie,Bleu,Lasagnes,Jus de mangue,TypeScript
Thomas,Robert,HealthConnect,Cybersécurité,Gaming,13,Impatience,Organisation,Vert,Sushi,Limonade,Kotlin
Petit,Lisa,GreenPulse,Dev Web,Lecture,6,Procrastination,Rigueur,Rouge,Burger,Chocolat chaud,Python
Durand,Jean,SmartGrid,Cloud,Football,1,Timidité,Curiosité,Jaune,Pizza,Eau,C++
Leroy,Marie,CyberGuard,UI/UX,Danse,10,Perfectionnisme,Esprit d'équipe,Rose,Pâtes Carbonara,Soda,JavaScript
Moreau,Pierre,DataInsight,QA,Musique,5,Têtu,Optimisme,Blanc,Yassa Poulet,Bière,PHP
Simon,Sophie,RoboAssist,Big Data,Photographie,8,Distrait,Créativité,Violet,Ramen,Thé,Go
Laurent,Louis,UrbanFlow,Blockchain,Randonnée,2,Indécis,Ponctualité,Orange,Couscous,Café,C#
Lefebvre,Chloé,EcoHarvest,Embarqué,Cuisine,9,Facilement stressé,Persévérance,Gris,Tajine,Lait,Java
Roux,Antoine,SpaceBridge,Réseau,Jardinage,4,Bavard,Loyauté,Marron,Paella,Smoothies,Rust
Dupont,Camille,AeroNav,ERP,Bricolage,11,Susceptible,Générosité,Cyan,Poulet DG,Jus de mangue,TypeScript
Martin,Lucas,BizFlow,CRM,Cinéma,0,Mélancolie,Empathie,Bleu,Lasagnes,Limonade,Kotlin
Bernard,Manon,SecurePath,Data,Gaming,13,Impatience,Organisation,Vert,Sushi,Chocolat chaud,Python
Thomas,Emma,InnovateX,DevOps,Lecture,6,Procrastination,Rigueur,Rouge,Burger,Eau,C++
Petit,Nathan,FutureDev,Mobile,Football,1,Timidité,Curiosité,Jaune,Pizza,Soda,JavaScript
Durand,Aïcha,CloudScale,IA,Danse,10,Perfectionnisme,Esprit d'équipe,Rose,Pâtes Carbonara,Bière,PHP
Leroy,Moussa,AgriTech+,Cybersécurité,Musique,5,Têtu,Optimisme,Blanc,Yassa Poulet,Thé,Go
Moreau,Fatoumata,SafeCity,Dev Web,Photographie,8,Distrait,Créativité,Violet,Ramen,Café,C#
Dupont,Sophie,EduBoost,Data,Lecture,5,Procrastination,Créativité,Bleu,Pizza,Café,Python
Ndiaye,Moussa,FinTrack,Dev Web,Football,12,Impatience,Empathie,Vert,Thieboudienne,Thé vert,JavaScript
Smith,Alice,SafeCity,IA,Gaming,8,Perfectionnisme,Rigueur,Red,Sushi,Eau pétillante,Python
Martin,Paul,HealthConnect,Cybersécurité,Coding,3,Timidité,Adaptabilité,Jaune,Burger gourmet,Jus d'orange,Java
Diallo,Fatoumata,AgriTech+,Mobile,Danse,7,Têtu,Esprit d'équipe,Noir,Yassa au poulet,Coca-Cola,Kotlin
Johnson,Bob,GreenEnergy,DevOps,Voyage,10,Distrait,Persévérance,Blanc,Couscous royal,Lait frais,Go
Bernard,Marie,SmartLogistics,Cloud,Randonnée,2,Gourmandise,Curiosité,Violet,Poulet rôti,Bière artisanale,C#
Traoré,Omar,CyberGuard,UI/UX,Cuisine,6,Curiosité excessive,Optimisme,Orange,Salade composée,Vin rouge,TypeScript
Williams,Charlie,DataInsight,QA,Musique,1,Sensibilité,Fiabilité,Rose,Tacos mexicains,Limonade maison,PHP
Sow,Aminata,RoboAssist,Product Owner,Photographie,9,Bavard,Humour,Gris,Paella,Sirop de menthe,Python
Jones,Diana,UrbanFlow,Machine Learning,Yoga,4,Narcissisme léger,Leadership,Marron,Raclette,Smoothie,R
Dubois,Pierre,EcoHarvest,Big Data,Peinture,11,Indécision,Logique,Cyan,Soupe Pho,Tisane,Python
Coulibaly,Ibrahim,AIPrognosis,Réseaux,Natation,0,Hyperactif,Organisation,Bleu,Curry indien,Café,C++
Brown,Eve,QuantumSecure,Embarqué,Jardinage,13,Procrastination,Autonomie,Vert,Pizza,Thé vert,Java
Konaté,Mariam,BioInnovate,Blockchain,Échecs,7,Impatience,Créativité,Red,Thieboudienne,Eau pétillante,JavaScript
Miller,Frank,MediCareLink,Data,Cinéma,5,Perfectionnisme,Empathie,Jaune,Sushi,Jus d'orange,Python
Camara,Ousmane,FoodChain,Dev Web,Bénévolat,9,Timidité,Rigueur,Noir,Burger gourmet,Coca-Cola,PHP
Davis,Grace,TravelWise,DevOps,Lecture,2,Têtu,Adaptabilité,Blanc,Yassa au poulet,Lait frais,Go
Bâ,Khadija,AutoPilotX,IA,Football,14,Distrait,Esprit d'équipe,Violet,Couscous royal,Bière artisanale,C#
Garcia,Henry,SmartHomeOS,Cybersécurité,Gaming,6,Gourmandise,Persévérance,Orange,Poulet rôti,Vin rouge,Rust
Diop,Lamine,EduBoost,Mobile,Coding,1,Curiosité excessive,Curiosité,Rose,Salade composée,Limonade maison,Kotlin
Rodriguez,Ivy,FinTrack,Cloud,Danse,10,Sensibilité,Optimisme,Gris,Tacos mexicains,Sirop de menthe,TypeScript
Keita,Jack,SafeCity,UI/UX,Voyage,8,Bavard,Fiabilité,Marron,Paella,Smoothie,Python
Leroy,Sophie,HealthConnect,QA,Randonnée,4,Narcissisme léger,Humour,Cyan,Raclette,Tisane,PHP
Moreau,Paul,AgriTech+,Product Owner,Cuisine,12,Indécision,Leadership,Bleu,Soupe Pho,Café,Java
Laurent,Marie,GreenEnergy,Machine Learning,Musique,0,Hyperactif,Logique,Vert,Curry indien,Thé vert,C++
Simon,Pierre,SmartLogistics,Big Data,Photographie,15,Procrastination,Organisation,Red,Pizza,Eau pétillante,JavaScript
Michel,Jean,CyberGuard,Réseaux,Yoga,7,Impatience,Autonomie,Jaune,Thieboudienne,Jus d'orange,Python
Dupont,Aïcha,DataInsight,Embarqué,Peinture,3,Perfectionnisme,Créativité,Noir,Sushi,Coca-Cola,Swift
Ndiaye,Bob,RoboAssist,Blockchain,Natation,11,Timidité,Empathie,Blanc,Burger gourmet,Lait frais,Go
Smith,Fatoumata,UrbanFlow,Data,Jardinage,5,Têtu,Rigueur,Violet,Yassa au poulet,Bière artisanale,C#
Martin,Omar,EcoHarvest,Dev Web,Échecs,9,Distrait,Adaptabilité,Orange,Couscous royal,Vin rouge,Rust
Diallo,Aminata,AIPrognosis,DevOps,Cinéma,2,Gourmandise,Esprit d'équipe,Rose,Poulet rôti,Limonade maison,Kotlin
Johnson,Mariam,QuantumSecure,IA,Bénévolat,14,Curiosité excessive,Persévérance,Gris,Salade composée,Sirop de menthe,TypeScript
Bernard,Ousmane,BioInnovate,Cybersécurité,Lecture,6,Sensibilité,Curiosité,Marron,Tacos mexicains,Smoothie,Python
Traoré,Khadija,MediCareLink,Mobile,Football,1,Bavard,Optimisme,Cyan,Paella,Tisane,PHP
Williams,Lamine,FoodChain,Cloud,Gaming,10,Narcissisme léger,Fiabilité,Bleu,Raclette,Café,Java
Sow,Sophie,TravelWise,UI/UX,Coding,8,Indécision,Humour,Vert,Soupe Pho,Thé vert,C++
Jones,Paul,AutoPilotX,QA,Danse,4,Hyperactif,Leadership,Red,Curry indien,Eau pétillante,JavaScript
Dubois,Marie,SmartHomeOS,Product Owner,Voyage,12,Procrastination,Logique,Jaune,Pizza,Jus d'orange,Python
Coulibaly,Pierre,EduBoost,Machine Learning,Randonnée,0,Impatience,Organisation,Noir,Thieboudienne,Coca-Cola,Swift
Brown,Jean,FinTrack,Big Data,Cuisine,15,Perfectionnisme,Autonomie,Blanc,Sushi,Lait frais,Go
